otu.names	W_stat	W_f	Environment_relAbund	Toad_relAbund	detected_wcrit	detected_0.9	detected_0.8	detected_0.7	detected_0.6	effSize_statcrit	effSize_0.9	effSize_0.8	effSize_0.7	effSize_0.6	Enriched
144	OTU_5584	1	0.898856548576055	0.000499854467242936	0.00166667124155708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
145	OTU_156	1	0.867474416872021	0.000773743134996593	0.00262728436486641	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
146	OTU_824	1	0.844368860140658	0.000424082539478229	0.00174128316006044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
147	OTU_415	1	0.843428231729881	0.00148071205013847	0.00191840387693704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
148	OTU_16	1	0.580884051073247	0.000953332879329961	0.0230545257087219	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
149	OTU_209	1	0.506221830226028	0.00260278606972711	0.00508736399572179	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
150	OTU_78	1	0.40870799999367	0.000311795434348655	8.70776732845698e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
151	OTU_525	1	0.361603612561531	0.000910075839653304	0.000906464700087273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
152	OTU_11	1	0.356005363928398	0.0118579796554296	0.0111346466558784	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
153	OTU_1457	1	0.322214549480675	0.000699158650157298	0.00030826140567201	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
154	OTU_2263	1	0.305844353453368	0.000293839767436712	0.00249310076896284	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
155	OTU_1675	1	0.156705240833382	0.000382199949116774	0.000265111346765642	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
156	OTU_6423	1	0.117812166391903	0.00161796278395373	0.0012276076698134	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
157	OTU_1652	1	0.0884269001478276	0.000214477013413421	0.000706963591375044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
158	OTU_865	1	0.052285309045595	0.000466867069323984	0.00121866226971925	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
159	OTU_3705	1	0.028617603718153	0.000427640626996608	0.00051376900945335	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
160	OTU_659	1	0.0200455073903281	0.000174734940568936	0.000322997416020672	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
161	OTU_177	1	0.01716433623763	0.00580209616051811	0.00986311002518688	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
162	OTU_790	1	0.0108973458445416	0.000902205147213056	0.00133120340788072	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
163	OTU_717	1	0.00835717073230622	0.00075858108241924	0.00127147443785056	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
164	OTU_69	1	0.00633371056968692	0.00982109335942858	0.00210029642782891	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
165	OTU_445	1	0.00153685881524285	0.000996062555869906	0.000762926734652327	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
166	OTU_870	1	0.000453169874560027	0.00115070055415536	0.00135182067843786	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
167	OTU_6105	0	1.66702388682943	0.00192722525742804	8.70776732845698e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
168	OTU_377	0	0.847929234871364	0.011373897960702	0.00629621226820037	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
169	OTU_14	0	0.579821282085285	0.0390829225675948	0.00904260792170379	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
170	OTU_297	0	0.530107066074012	0.00171200649969971	0.00159942272879707	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
171	OTU_236	0	0.515216858481012	0.00223111838945462	0.00222378457238431	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
172	OTU_81	0	0.237611960390833	0.00736926031457757	0.00729642142118958	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
173	OTU_30	0	0.237594946188842	0.00503888384985357	0.0116298513953347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
174	OTU_83	0	0.190429015899646	0.00438303303702108	0.00872173127582379	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
175	OTU_19	0	0.121401247974594	0.0174632649651573	0.00857009617341837	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
176	OTU_79	0	0.102333186255656	0.00624774245016509	0.00805743651541838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
177	OTU_50	0	0.059544379046706	0.00540449828346352	0.0240381994039167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
178	OTU_13	0	0.0220179674451342	0.0243835894783914	0.00617924018370251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
179	OTU_274	0	0.0104871551539186	0.0024622702960072	0.00256274301873454	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
