otu.names	W_stat	W_f	Environment_relAbund	Toad_relAbund	detected_wcrit	detected_0.9	detected_0.8	detected_0.7	detected_0.6	effSize_statcrit	effSize_0.9	effSize_0.8	effSize_0.7	effSize_0.6	Enriched
53	OTU_430	5	3.8822412344543	NA	0.00549963043151854	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
54	OTU_257	4	0.0404675387794699	NA	0.00948584652935795	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
55	OTU_236	3	4.40537801874915	NA	0.00246181178395302	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
56	OTU_113	2	3.3730571773517	NA	0.00493758698936716	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
57	OTU_426	2	1.04643327621014	NA	0.0175571357899506	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
58	OTU_171	1	0.17777500109586	NA	0.0134113641507669	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
59	OTU_46	0	8.96014489733856	NA	0.0374834133947292	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	Transient, not significant
60	OTU_13	0	6.24234447760194	NA	0.00723686272655475	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
61	OTU_156	0	2.42234577946507	NA	0.00297517511296153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
62	OTU_4	0	2.13323474950741	NA	0.0506484262892804	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
63	OTU_1	0	2.08424596551728	NA	0.121801581743751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
64	OTU_25	0	1.76431807852409	NA	0.013264370113402	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
65	OTU_378	0	1.43590767330466	NA	0.0305698422470557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
66	OTU_37	0	0.660969124133893	NA	0.0277319216539094	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
67	OTU_95	0	0.377241358741065	NA	0.0109815613128563	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
68	OTU_11	0	0.157872400876726	NA	0.0135092757341908	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Transient, not significant
